Species	A-0-2	A-0-3	A-0-4	A-0-5	A-3-2	A-3-3	A-3-4	A-3-5	A-4-2	A-4-3	A-4-4	A-4-5	A-5-2	A-5-3	A-5-4	A-5-5	A-6-2	A-6-3	A-6-4	A-6-5	B-0-1	B-0-2	B-0-3	B-0-5	B-3-1	B-3-2	B-3-3	B-3-5	B-4-1	B-4-2	B-4-3	B-4-5	B-5-1	B-5-2	B-5-3	B-5-5	B-6-1	B-6-2	B-6-3	B-6-5
species176	0	0	0	0	0.00990099	0.00660066	0	0.00330033	0	0.01650165	0.00330033	0.01980198	0.00330033	0.00330033	0	0.00330033	0	0	0	0	0	0	0	0	0.00330033	0	0.00330033	0.00330033	0	0.00660066	0	0.00330033	0	0.00660066	0.00330033	0.00330033	0	0.00330033	0.00330033	0.00660066
species177	0.019880797	0.021843402	0.019512186	0.021748624	0.02007901	0.011518719	0.036514471	0.012471585	0.019681491	0.00920708	0.040562013	0.018875525	0.038885701	0.044218728	0.032403663	0.024512724	0.014634227	0.039993756	0.037375589	0.025372084	0.044517985	0.017597058	0.017125387	0.026210765	0.011039144	0.020500768	0.010632602	0.015366225	0.014306646	0.015698195	0.028702757	0.025698076	0.012035871	0.017555833	0.023617987	0.00908947	0.014492754	0.017518486	0.033882553	0.007844899
species178	0.103674541	0.026246719	0.022309711	0.007923141	0.018372703	0.009186352	0.005249344	0.024440441	0.015721556	0.01025826	0.017060367	0.049653042	0.005249344	0.007936508	0.019563053	0.023076927	0.003937008	0.06167979	0.015627818	0.055149356	0.132545932	0.05511811	0.007874016	0.027559055	0.056430446	0.009097384	0.030183727	0.014435696	0.026277965	0.002624672	0.015659064	0.003690037	0.043186873	0.019716285	0.106272737	0.003937008	0.12735908	0.014435696	0.020750404	0.00512913
species179	0.085585586	0.022522523	0.021771772	0.008258258	0.012837838	0.005255255	0.004917417	0.015015015	0	0	0.01951952	0.036036036	0.001501502	0	0	0	0	0.054054054	0.015765766	0.032282282	0.09984985	0.048048048	0.008258258	0.027027027	0.045045045	0	0.030780781	0.008258258	0.018768769	0	0.005255255	0.001501502	0.023273273	0.00975976	0.095345345	0.012012012	0.07957958	0.02027027	0.023273273	0.004917417
species180	0.020080321	0.023067477	0.021806233	0.019051412	0.01354177	0.012280527	0.036657489	0.023053348	0	0.00663079	0.023816195	0.003875969	0.018258697	0	0.035696841	0	0.01354177	0.008032129	0.006770885	0.004016064	0.03408676	0.01354177	0.034319095	0.015035348	0.019283747	0	0.010772821	0.005509642	0.007751938	0.018041297	0.003378378	0.019394779	0.015146381	0.016282463	0.025309773	0.017650074	0.029277981	0	0.009525706	0.02395629
species181	0	0.004938272	0.002469136	0.011238825	0.004938272	0	0.002469136	0.004938272	0.006300553	0.007662835	0.007407407	0.009876543	0	0.003831418	0	0.002469136	0.009876543	0.007407407	0.007662835	0	0.008769689	0.006300553	0.003831418	0	0.013707961	0.006300553	0.002469136	0.017539378	0.007407407	0.002469136	0.002469136	0.009876543	0.019753086	0.004938272	0.023584504	0.007407407	0.027160494	0	0.003831418	0.012345679
species182	0	0	0	0	0.002202643	0.002202643	0.013215859	0.00660793	0.002202643	0.00660793	0	0.002202643	0.002202643	0.00660793	0.002202643	0	0	0.004405286	0	0.002202643	0	0	0	0.002202643	0.002202643	0.00660793	0	0.002202643	0	0.004405286	0	0	0.00660793	0	0.002202643	0	0.002202643	0	0	0.00660793
species183	0	0.003460208	0	0.006920415	0.003344482	0	0	0	0.006688963	0.003344482	0	0	0.010033445	0.013609378	0.003344482	0	0.023411371	0	0	0.003344482	0.003344482	0	0.006920415	0	0	0	0.003344482	0.003344482	0.003344482	0.006688963	0.003344482	0	0.003344482	0.003344482	0	0.006688963	0.006688963	0	0.003344482	0.006688963
species184	0	0	0	0	0	0	0.003533569	0.003533569	0	0	0	0.003533569	0.003533569	0	0	0.002688172	0	0	0	0	0.008064516	0	0	0	0	0	0	0.003533569	0	0	0	0.003533569	0	0	0	0	0	0	0	0
species185	0	0.010178117	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.014322619	0.010387667	0.006479482	0.004319654	0	0	0	0	0	0	0	0	0	0.002159827	0	0	0	0	0	0
species186	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.006276151	0.008368201	0.0041841	0.018828452	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
species187	0.021162714	0.010540184	0.011857708	0.019845191	0.004123711	0.008152174	0	0.002673797	0.019137723	0.005864137	0.009237064	0	0.002061856	0.016828951	0.012931421	0.033917494	0.014993277	0	0.018795558	0	0.009222661	0.010540184	0.022902475	0.009222661	0.008064985	0.008152174	0.010738782	0.010788828	0.005434783	0.011255325	0.008064985	0.008108579	0.009558494	0.010964814	0.008325346	0.020158283	0.009471305	0.016880754	0.012800637	0.011255325
species188	0.03125	0.026041667	0.020833333	0	0	0	0	0	0	0.005208333	0	0	0	0	0	0	0	0	0	0	0.020833333	0.03125	0.020833333	0.005208333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
species189	0	0.003875969	0	0.003875969	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.003875969	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
species190	0	0.002222222	0.002222222	0.002222222	0.003496503	0.006993007	0.006993007	0.006993007	0.006993007	0.003496503	0.01048951	0.01048951	0.006993007	0.013986014	0.007940948	0.006993007	0.003496503	0.006993007	0	0.01048951	0.013333333	0	0.006666667	0.013333333	0.006993007	0.004444444	0	0	0.003496503	0.003496503	0.003496503	0.009215229	0.003496503	0.005718726	0.01048951	0	0	0.006993007	0.006993007	0.003496503
species191	0	0	0	0.004694836	0.004694836	0	0	0	0.004694836	0	0	0	0	0	0.004694836	0	0	0	0	0.009389671	0	0	0	0	0	0	0.004694836	0	0	0	0	0.004694836	0	0	0.004694836	0	0.004694836	0	0	0
species192	0	0	0	0	0	0.002564103	0	0	0	0	0	0	0	0	0	0.002564103	0	0	0	0	0	0	0	0	0	0.002564103	0.002564103	0	0	0	0	0	0	0	0.002564103	0	0	0	0	0.002564103
species193	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.012820513	0	0	0.002564103	0.005128205	0	0.005128205	0	0	0	0
species194	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
species195	0.010060362	0.012072435	0.00804829	0.006036217	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.004024145	0.004024145	0.00804829	0.006036217	0	0	0	0	0	0	0	0	0	0	0	0	0.004739336	0.011058452	0.014218009	0.004739336
species196	0.000831947	0.00249584	0.007157845	0.009488847	0.023474861	0.024973917	0.048448778	0.021143859	0.025138755	0.030467868	0.01181985	0.016646692	0.025805864	0.040788662	0.032131762	0.036291496	0.024471646	0.013986014	0.010987903	0.023474861	0.009488847	0.006325898	0.003994896	0.010155956	0.015649907	0.00249584	0.01431569	0.012486958	0.03596182	0.017478639	0.01798091	0.003994896	0.022642914	0.005493951	0.025970702	0.009653685	0.005493951	0.009818523	0.006325898	0.002331002
species197	0.008032129	0.007112039	0	0	0.004	0.006	0.006	0.01	0	0.002	0.008	0.002	0.004	0.006	0.022	0	0.004	0.017095975	0.004016064	0.006	0.009287926	0	0.012048193	0	0.004	0.008016064	0.004	0	0.003095975	0.004	0.002	0.002	0.006	0	0.01419195	0.002	0.004	0.011095975	0.002	0.002
species198	0	0	0.004784689	0	0.038027259	0.051856174	0.051974586	0.032266989	0.034752184	0.061130959	0.037333849	0.026606616	0.043929523	0.039538497	0.071865052	0.052821625	0.044558728	0.068334559	0.038810856	0.047995516	0.009569378	0	0.000678887	0.004784689	0.050520172	0.033196674	0.027137371	0.040647624	0.024325717	0.058063183	0.025472091	0.031142918	0.029584096	0.037562135	0.047728326	0.040030179	0.018938679	0.040083011	0.027368511	0.033651972
species199	0	0.003058104	0.008949069	0.017672895	0.013409762	0.003058104	0.005890965	0.005890965	0.008949069	0.005890965	0.029454826	0.014288196	0.020730999	0.005890965	0.003058104	0	0.020505757	0.005890965	0.005339127	0.01178193	0.012007173	0.01178193	0.017672895	0.003058104	0.008949069	0.002832861	0	0.005339127	0.020505757	0.005890965	0.003058104	0.002832861	0.010576901	0.01178193	0.00556437	0.014288196	0.023563861	0	0	0.011230092
species200	0.032968007	0.020112552	0.02347031	0.003333333	0	0.006419088	0.025733743	0.006000756	0	0.007518903	0.017378904	0.015850223	0.021775854	0.020619505	0.019365958	0.009745348	0.012838175	0.013129298	0	0.012838175	0.075746124	0.025524537	0.021284073	0.046497206	0.012030209	0.019131155	0.008908686	0.018030966	0.022222585	0.007518177	0.013576623	0.023059544	0.013518933	0.007518177	0.010902127	0.008646259	0.012710967	0.012741061	0.012866872	0
species201	0	0	0	0	0.001890359	0.001890359	0.009451796	0	0.001890359	0.011342155	0.003780718	0	0.007561437	0.001890359	0	0.001890359	0	0	0	0	0.005671078	0.003780718	0.001890359	0	0.003780718	0.005671078	0.003780718	0	0.003780718	0.003780718	0.001890359	0.007561437	0.001890359	0.009451796	0.001890359	0.003780718	0.003780718	0	0	0.001890359
species202	0	0	0	0	0	0	0	0	0	0	0.016806723	0	0	0	0	0.00280112	0	0.00280112	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.005602241
species203	0.003118695	0.004650089	0.007824692	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.009356085	0	0	0	0	0	0.001587302	0	0	0	0	0	0	0	0	0	0	0.001587302	0	0
species204	0.027602697	0.015060518	0.012230923	0.016043802	0.00436465	0	0.003381366	0.010144097	0	0	0.000983284	0.002398082	0	0	0	0	0.006762731	0	0.003381366	0	0.038850336	0.02237502	0.016043802	0.028154468	0.000983284	0	0	0.000983284	0	0	0.000983284	0.003381366	0.003381366	0.001966568	0	0	0.000983284	0	0.001966568	0
species205	0	0.006872852	0.006872852	0.013745704	0.005865078	0.002475248	0.005911674	0	0.002475248	0.010815573	0	0.003389831	0	0.004950495	0.005865078	0.002475248	0.002475248	0.005865078	0.003436426	0.005865078	0.017182131	0.006872852	0.006872852	0.012784526	0	0.003389831	0.002475248	0.002475248	0.002475248	0.005911674	0	0	0.002475248	0	0.005865078	0.002475248	0.002475248	0.006826257	0.006826257	0.006826257
species206	0.002358491	0	0.002358491	0.004716981	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.007075472	0.002358491	0	0	0	0	0	0	0	0.002358491	0	0	0	0	0	0	0	0
species207	0	0.016563147	0.004140787	0.004140787	0.028830355	0.020320134	0.015482531	0.015550239	0.013090187	0.008706258	0.043639696	0.023757821	0.024135576	0.009569378	0.040043472	0.044789061	0.019471808	0.027606865	0.016936341	0.01076555	0.01242236	0.014492754	0.008857768	0.010351967	0.0194041	0.01221936	0.008630843	0.033289699	0.026082458	0.017552925	0.018211322	0.018200221	0.011961722	0.015550239	0.039061524	0.015414824	0.016944048	0.023977958	0.024636355	0.010630135
species208	0.010752688	0	0	0.007059615	0	0	0	0	0	0	0	0	0	0.016759777	0	0.007059615	0	0	0	0	0.003623188	0.010496041	0.010496041	0.010643844	0	0	0	0	0	0.005586592	0	0	0	0	0	0	0	0	0	0
species209	0.01861776	0.025587548	0.00762904	0	0.01835329	0.02843331	0.021937728	0.022213826	0.018169224	0.009038596	0.014216655	0.022029761	0.029842866	0.018960221	0.029934899	0.023531349	0.028065179	0.014216655	0.01893455	0.021753662	0.013756491	0.013623766	0.010013658	0.010264086	0.012899132	0.007721073	0.010448152	0.016667635	0.015442145	0.020436139	0.014216655	0.010264086	0.014032589	0.002635046	0.024480741	0.010172053	0.011397543	0.008946563	0.018025524	0.006311517
species210	0	0.00877193	0	0	0	0	0	0.004385965	0	0	0	0	0	0	0	0	0	0	0	0	0.008890469	0.00877193	0.004385965	0.004504505	0	0	0	0	0	0	0	0	0	0	0	0.004385965	0	0	0	0
species211	0	0.002352941	0.002352941	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.025603865	0.004705882	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.004705882	0
species212	0	0	0	0.006097561	0.00304878	0	0	0	0	0.006097561	0	0	0.00304878	0	0.006097561	0.00304878	0.00304878	0.009146341	0	0.006097561	0.0025	0.0025	0.0025	0.0075	0	0	0	0	0	0.006097561	0.00304878	0.00304878	0	0	0	0	0	0	0	0.00304878
species213	0.029108944	0.028608834	0.01886228	0.013766189	0.183717928	0.166840169	0.227598575	0.201597202	0.126301458	0.156171149	0.20417251	0.098197751	0.168703385	0.159328984	0.162804026	0.208588262	0.128241192	0.096928535	0.136443119	0.108074726	0.067804597	0.037211624	0.034805122	0.029886044	0.113427441	0.091618982	0.129205952	0.134693028	0.088468364	0.130116393	0.106313648	0.111891727	0.109776447	0.114309482	0.120323858	0.123933014	0.061131245	0.075564714	0.092507087	0.075907478
species214	0.004273504	0.002136752	0.012820513	0.002136752	0	0	0	0	0	0	0	0	0.004854369	0	0	0	0	0	0.006410256	0.002136752	0.002136752	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
species215	0	0	0.005681818	0	0	0	0	0	0	0	0	0	0	0	0	0	0.005681818	0	0	0	0	0	0	0	0	0	0	0	0	0	0.011363636	0	0	0	0	0	0	0	0	0.005681818
species216	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.003875969	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
species217	0.002057613	0	0.004115226	0	0.002624672	0.006739898	0.002624672	0.015180973	0	0	0.002057613	0	0.007874016	0.005249344	0	0	0.002624672	0.002624672	0.002624672	0.002624672	0.002057613	0	0.002057613	0.004115226	0.002624672	0	0.004682285	0.002624672	0.002057613	0.002624672	0.002624672	0.007874016	0.010855125	0.002624672	0.005249344	0	0	0.01312336	0	0.002624672
species218	0	0	0	0	0.005555556	0.009259259	0.02037037	0.014814815	0.003703704	0.012962963	0.014814815	0.001851852	0.018518519	0.007407407	0.007407407	0	0.001851852	0.014814815	0.014814815	0.003703704	0.001851852	0	0.001851852	0.005555556	0.001851852	0.003703704	0.003703704	0.007407407	0	0.005555556	0.001851852	0.005555556	0.001851852	0.003703704	0.005555556	0.001851852	0	0.007407407	0.005555556	0.007407407
species219	0	0.018628769	0.005420054	0.005334699	0	0	0	0.002624672	0	0.002710027	0	0	0.002710027	0	0	0.008130081	0	0	0	0	0.026929561	0.008044726	0.016089452	0.013550136	0	0	0	0	0	0	0	0	0.002710027	0.002710027	0.002624672	0.002710027	0	0	0	0
species220	0.0067806	0.030993675	0.014044522	0.002421308	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.015499184	0.008718584	0.022279783	0.016470522	0	0	0.001937984	0.001937984	0	0	0	0.001937984	0	0	0	0	0	0	0	0
species221	0.018261728	0.009433962	0.020192151	0.018394536	0.018807055	0.020642168	0.032362906	0.025685581	0.022776711	0.026719208	0.015943882	0.030600415	0.020416821	0.038524012	0.021550115	0.045116229	0.030996597	0.033650081	0.052799737	0.033953187	0.036750941	0.01519644	0.015250144	0.015234158	0.020205321	0.018243917	0.010986879	0.023408515	0.006902601	0.022041632	0.024871423	0.010924409	0.018987497	0.004481294	0.031455794	0.021651919	0.03962318	0.01188743	0.033712956	0.037014624
species222	0.00370589	0.012487738	0.003731343	0.005597015	0.01249141	0.010815169	0.011500203	0.010319565	0.017731345	0.016907787	0.011004599	0.011806375	0.024866077	0.008949497	0.01591658	0.025970355	0.021083827	0.007768859	0.010483543	0.021324164	0.026954219	0.006916177	0.001865672	0.014987538	0.011995806	0.006092618	0.01249141	0.015231546	0.004226947	0.013176444	0.00472255	0.012374667	0.002361275	0.017261195	0.011310772	0.01268084	0.011004599	0.003541913	0.003046309	0.010815169
species223	0.008988809	0.016288158	0.003003003	0.011207739	0.036201089	0.020812116	0.01281129	0.036620834	0.007403055	0.004504505	0.014007014	0.004504505	0.027027027	0.052586008	0.030696095	0.013304609	0.032904658	0.032619996	0.027617401	0.018010621	0.02543868	0.008988809	0.026960381	0.010118474	0.028371887	0.023418856	0.012196812	0.024266233	0.007298603	0.01240106	0.009009009	0.039075514	0.013409061	0.010790695	0.023423264	0.015491789	0.001501502	0.014069229	0.012012012	0.00999601
species224	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.002941176	0.002941176	0.002941176	0	0	0	0	0.002941176	0.002941176	0	0	0	0	0	0	0	0	0	0	0
species225	0	0	0	0	0	0.007692308	0	0	0	0	0	0	0	0	0.019230769	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.003846154	0	0	0	0
species226	0.012012012	0	0.018018018	0.006006006	0.021021021	0.012012012	0.006006006	0.015015015	0.021021021	0.012012012	0.009009009	0.03003003	0.009009009	0	0.003003003	0.009009009	0.018018018	0.024024024	0.006006006	0	0.003003003	0.003003003	0.006006006	0	0.006006006	0.009009009	0.006006006	0.003003003	0	0.012012012	0.006006006	0.021021021	0.006006006	0.009009009	0.009009009	0.003003003	0.006006006	0	0.009009009	0.012012012
species227	0.0025	0.0125	0.005	0.005	0	0	0	0.0025	0	0.005996503	0.006993007	0	0	0.006993007	0.003496503	0	0	0.017482517	0	0.009493007	0.0075	0	0	0.005	0	0	0.003496503	0.003496503	0	0	0.013986014	0	0	0.01048951	0.003496503	0	0.006993007	0.005996503	0.006993007	0.003496503
species228	0.007380074	0	0	0	0	0.003690037	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
species229	0.009429971	0.001763668	0.013568936	0.008277931	0.005153499	0.003389831	0.007286735	0	0.001763668	0.007098765	0.005946725	0.007142857	0.001763668	0	0.009491321	0.001763668	0.001763668	0.010714286	0.008277931	0.01035109	0.027910345	0.007286735	0.010041599	0.008889559	0.012682295	0	0.005335097	0.005291005	0	0.003527337	0.011100224	0.003571429	0.01287478	0.005731922	0.001763668	0.014285714	0.003968254	0.018363622	0.027777778	0.010311805
species230	0.002512563	0	0.002512563	0.01000025	0	0.02241306	0.019950499	0.014925373	0.007487687	0.007487687	0.002512563	0	0.034925873	0.005025126	0	0.007537688	0.022513063	0.012562814	0.029040849	0.01571814	0.010050251	0.002512563	0	0.007537688	0.026528287	0	0.002512563	0.002512563	0.014975374	0.002512563	0.01000025	0.034015974	0.01667804	0	0.009140352	0.010743015	0	0.007487687	0	0.015025376
species231	0	0	0	0	0	0	0.003355705	0	0.003355705	0	0	0	0	0	0	0	0	0.010067114	0	0	0.006711409	0	0	0.003355705	0	0	0	0	0	0	0.010067114	0	0	0	0.003355705	0	0	0	0.003355705	0
species232	0.015345269	0.007672634	0.010230179	0.010230179	0.002557545	0	0	0	0.012787724	0	0.002557545	0.002557545	0.00511509	0.002557545	0	0.002557545	0.007672634	0.007672634	0.007672634	0.007672634	0.007672634	0	0.010230179	0	0.002557545	0	0	0	0	0.00511509	0.002557545	0	0.002557545	0.002557545	0	0	0.00511509	0	0.00511509	0.007672634
species233	0	0.002739726	0	0.008230453	0.002873563	0	0.008825944	0.002873563	0.005747126	0.002873563	0.00862069	0.002873563	0.002873563	0	0.022988506	0.028735632	0.00862069	0.005747126	0.011360416	0	0.008455643	0.002739726	0	0	0	0.005747126	0.005747126	0	0.002873563	0.005747126	0.011494253	0.00698879	0	0	0	0	0.005747126	0.002873563	0	0
species234	0.003663004	0.003663004	0	0.009157509	0.002824859	0.001831502	0	0	0.007481219	0.003663004	0.003663004	0	0.005494505	0.005494505	0	0	0.011299435	0.005494505	0.001831502	0.009312721	0.022971379	0.008319364	0.012820513	0.007326007	0.003663004	0.003663004	0.003663004	0.008319364	0	0	0	0	0.006487862	0.008474576	0.002824859	0.005649718	0	0.005494505	0.003663004	0
species235	0.009009009	0.003003003	0.009009009	0.003003003	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.003003003	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
species236	0	0	0	0	0	0	0	0	0	0	0	0	0	0.009009009	0	0	0	0.003003003	0.003003003	0	0	0	0	0	0	0	0	0	0	0	0	0	0.006006006	0	0	0	0.006006006	0.039039039	0.009009009	0.018018018
species237	0	0.003521127	0.003521127	0	0	0	0	0	0	0	0.00304878	0	0	0	0	0	0	0	0	0.006097561	0.003521127	0	0	0.003521127	0	0	0	0	0	0.00304878	0	0	0.00304878	0	0	0.00304878	0	0	0	0
species238	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
species239	0.014084507	0.009336917	0.005549142	0.00273224	0.008737864	0.0201015	0.028552515	0.019226243	0.018159753	0.009432741	0.014276258	0.001941748	0.023014122	0.007575758	0.021851912	0.049433657	0.016122389	0.011554869	0.011459253	0.014467387	0.020604523	0.005549142	0	0.008196721	0.011459253	0.003883495	0.009613122	0.008642248	0.010583995	0.008642248	0.016313622	0.010488379	0.022987133	0.008642248	0.02599537	0.008642248	0.012430127	0.037194763	0.015342748	0.004854369
species240	0	0	0	0	0.003508772	0.002857143	0.016240602	0	0.002857143	0.003508772	0.002857143	0.009874687	0.002857143	0	0	0.003508772	0.003508772	0.007017544	0	0.003508772	0	0	0	0.002857143	0.002857143	0.009223058	0.006365915	0.002857143	0.009874687	0.009223058	0.00734019	0.002857143	0	0.010197332	0.023251808	0.003508772	0.009545703	0.003508772	0.008571429	0.003508772
species241	0.014810624	0.004016064	0.006778495	0.002762431	0	0	0.018918921	0.002680965	0	0	0.00536193	0	0.002762431	0	0.005524862	0	0.00536193	0	0.002680965	0.002680965	0.006778495	0.002762431	0	0	0.004016064	0	0	0.010723861	0	0	0	0	0	0	0.006697029	0.002680965	0.002680965	0	0.002680965	0.018766756
species242	0.011701101	0.007829978	0.023917621	0.018927929	0.004901961	0.001633987	0	0.001633987	0	0.003267974	0	0	0	0	0.004901961	0	0	0	0	0.001633987	0.033206124	0.004474273	0.007654516	0.004989692	0	0	0.001633987	0	0.001633987	0	0	0	0	0	0.001633987	0	0	0.003267974	0	0
species243	0	0	0	0	0	0	0	0.011574074	0	0.002314815	0	0.00462963	0	0.004761905	0	0.002314815	0	0	0	0.002314815	0	0	0.004761905	0	0	0.002314815	0	0	0	0.002314815	0	0	0	0	0	0	0	0	0.002314815	0
species244	0	0	0	0	0	0.003058104	0	0	0	0.006116208	0.006116208	0.003058104	0	0	0	0.003058104	0	0	0.006116208	0.006116208	0	0	0	0	0.003058104	0	0	0.003058104	0.006116208	0.003058104	0.003058104	0.006116208	0	0	0.009174312	0	0.003058104	0	0	0.003058104
species245	0.047703162	0.032193272	0.024833899	0.053671466	0	0	0	0	0	0.001964637	0	0	0	0	0	0	0	0	0	0	0.038341486	0.030239008	0.008017709	0.015950651	0	0	0	0	0	0	0	0.003355705	0	0	0.005320341	0.003355705	0	0	0	0
species246	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.009202454	0	0	0	0	0	0	0	0	0	0	0	0.003067485	0.003067485	0	0	0	0	0	0.003067485	0	0.003067485
species247	0	0	0.002695418	0.002695418	0	0	0	0.002695418	0	0.002695418	0	0	0.005390836	0.002695418	0	0.013477089	0.002695418	0	0.002695418	0.008086253	0.002695418	0	0	0	0.002695418	0.005390836	0.002695418	0.013477089	0.002695418	0	0	0	0.002695418	0.005390836	0	0.005390836	0	0	0.002695418	0.007745923
species248	0.003115265	0.016430046	0.007131979	0.010866492	0.035034129	0.032110029	0.051917564	0.029128191	0.007211538	0.030359909	0.049999381	0.005578449	0.029252978	0.037650208	0.031577266	0.053829323	0.031373033	0.058158309	0.03858326	0.096613745	0.02396357	0.006637168	0.009384148	0.022724081	0.02678413	0.022212271	0.023324268	0.029284911	0.024301208	0.037793646	0.029827008	0.012914203	0.025748434	0.021021725	0.041390168	0.014758298	0.042304036	0.059398906	0.075942848	0.049914117
species249	0	0	0	0	0.004357298	0	0.002178649	0	0.002178649	0	0.004357298	0	0.002178649	0	0.002178649	0.004357298	0.017429194	0	0.004357298	0.002178649	0.002178649	0	0	0	0.002178649	0	0	0	0	0.006535948	0.002178649	0.002178649	0.004357298	0.002178649	0.002178649	0.002178649	0	0.010893246	0.008714597	0.004357298
species250	0.010380623	0.010380623	0.003460208	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01384083	0.01384083	0.003460208	0.010380623	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
species251	0.018587361	0.014869888	0.003717472	0.014869888	0	0.007092199	0	0.007092199	0.003546099	0.003717472	0.017730496	0	0	0	0.003546099	0.010638298	0.007092199	0.003546099	0.003717472	0.014184397	0.007434944	0.003717472	0	0.003717472	0	0	0	0	0	0	0	0	0.003546099	0.003546099	0.003717472	0	0	0	0.007092199	0
species252	0	0	0	0	0	0	0	0.003401361	0.003401361	0.003401361	0	0	0	0.010204082	0	0	0	0.003401361	0.003401361	0	0	0	0	0.003401361	0	0	0	0	0	0	0.003401361	0.003401361	0	0	0.003401361	0	0	0	0	0.003401361
species253	0.006711409	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
species254	0	0.003787879	0.006351981	0	0.012840287	0.003003003	0.020286312	0.009793885	0.013272596	0	0.010269593	0.003787879	0	0.008144391	0.0081378	0.010898485	0.016275599	0	0.003003003	0	0	0.002570694	0.006669723	0.002881844	0.003787879	0	0.006006006	0.010701902	0.005134797	0.005134797	0.007575758	0.010701902	0	0.016939316	0.006790882	0.01013986	0.02174978	0.003003003	0.005134797	0
species255	0.003898635	0.003731849	0.00503986	0.012029038	0.024532596	0.021583001	0.029521218	0.037818849	0.021890734	0.0170435	0.025981996	0.031970896	0.018826031	0.030021578	0.029547058	0.053720683	0.02759774	0.032304027	0.037202941	0.019826309	0.025007116	0.007463698	0.009246229	0.013644783	0.016402194	0.011195547	0.035702745	0.030213763	0.020134042	0.014760609	0.014452876	0.021442054	0.018826031	0.014927396	0.032830227	0.022750065	0.014452876	0.018543696	0.029072538	0.012336772
species256	0.004694836	0.004694836	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.004694836	0	0	0.004694836	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
species257	0.093716819	0.159871193	0.104462114	0.079616497	0.014170833	0.029966078	0.035745495	0.016468526	0.041861752	0.019899896	0.034889864	0.02872375	0.024273218	0.020736005	0.030483151	0.041874667	0.030741732	0.045363711	0.030596645	0.015354922	0.174424207	0.067573322	0.123259451	0.092360484	0.012609721	0.009108779	0.037171713	0.025205485	0.021535195	0.021271976	0.02557925	0.029445327	0.01594258	0.034164948	0.039286879	0.016733487	0.099239882	0.084197481	0.077004	0.072870962
species258	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.008438819	0.004219409	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
species259	0	0	0	0	0.00443459	0	0.002217295	0	0.00443459	0	0	0.00886918	0	0.002217295	0	0	0.002217295	0.002217295	0.002217295	0	0.015267176	0	0	0	0.006651885	0.002217295	0.002217295	0.002217295	0.002217295	0	0	0	0.002217295	0	0.002217295	0	0	0.002217295	0	0
species260	0.007042254	0.014084507	0	0.007042254	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.003521127	0.003521127	0.003521127	0.003521127	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
